	title	category
182506	Chrissy Teigen Poses In Her Bra With A Teddy Bear Post-Met Gala	e
97904	Facebook Told Not To Mess With WhatsApp Privacy Settings	t
146289	UPDATE 4-Ford to name Fields as CEO soon, replacing Mulally -source	b
19768	Take a Peek At Charlie And Snoop in This Cheeky 'Peanuts' Teaser [Trailer +  ...	e
335416	Facebook's Emotional Manipulation Test Was Unethical—and So Is the Rest of  ...	t
356681	FOREX-Dollar bounces on robust US payrolls data; euro sinks	b
135381	Diabetes-Related Problems Have Decreased Over Last 20 Years	m
80115	FOREX-Dollar declines ahead of Friday's US jobs report	b
68396	Candy Crush Brings Inflated IPO Market Back To Earth	b
373811	"Katie Holmes Opens Up About Motherhood Being ""The Greatest Gift"" And  ..."	e
307796	Sales of Existing US Homes Climbed More Than Forecast in May	b
185292	US Stocks Slide as Twitter Leads Internet Selloff, AIG Sinks	b
18663	Two And A Half Men - Angus T. Jones: 'I Was A Paid Hypocrite On Two And A  ...	e
101642	Fitch: JPMorgan 1Q'14 Results Hurt by Weaker Mortgage Production and Fixed  ...	b
162843	WG Trading's Walsh Guilty in $554 Million Investor Swindle (2)	b
75126	Pharrell Williams wins spot on The Voice after Cee Lo Green's exit	e
35261	HOW TO PLAY IT-Yellen surprise suggests investors should go on defense	b
140034	Chris Brown - Chris Brown's Assault Trial Delayed	e
209953	Jermaine Jackson Isn't A Fan Of Michael Jackson's Posthumous Album 'Xscape'	e
302157	UPDATE 2-Private brands business hurts ConAgra's profit	b
371082	Soybeans Slide for Seventh Session on Harvest Prospects	b
22927	'The Voice' Battles: Competition Heats Up As Adams Steals From Shakira	e
252417	Determined Juncker sets out case to head European Commission	b
181024	Treasuries Fall Second Day Before $69 Billion of Sales This Week	b
148285	Lilly's Gastric Cancer Drug Wins Sales Clearance From US FDA	m
78807	Desire, ice, and fire: 'Game of Thrones' returns for fourth season	e
218029	"Pussy Riot May Or May Not Be In Talks For ""Spring Breakers 2"", But James  ..."	e
182756	Women In Entertainment Breakfast Pulled From Beverly Hills Hotel Over Gay  ...	e
382786	FOREX-Dollar up on US rate speculation after Yellen comments	b
338988	FOREX-Dollar wallows near lows, Aussie rises on RBA, China data	b
333692	US STOCKS SNAPSHOT-Wall St opens flat with data on tap	b
115437	Why On This Night Do We Ask So Many Questions?	e
373307	Ellen Degeneres - Ellen DeGeneres and Portia de Rossi 'work out' marital issues	e
224523	E-cigarettes CAN help people kick the habit: Study finds they are 60% more  ...	m
192688	UPDATE 1-Samsung Electronics replaces mobile design head	t
208932	"There is no meaningful difference between Tea Party and ""establishment  ..."	t
389631	Big Bang stars 'seeking' $US1M per episode	e
210139	Solange Knowles attacks Jay Z in lift after Met Gala	e
329473	The 'robotic trousers' that help paraplegics walk again: First-of-its-kind bionic suit  ...	m
82307	Miley Cyrus Is Topless On A Horse In Leaked 'Adore You' Remix Photo (NSFW)	e
9158	"UPDATE 4-""Candy Crush"" maker sees up to $7.6 bln IPO valuation"	b
190177	Swiss Kunstmuseum Bern says it's 'sole heir' of collector Cornelius Gurlitt who  ...	e
293755	UPDATE 4-Hedge fund settles US SEC case over whistleblower retaliation	b
244793	Italy and Spain underperform as European equities edge up	b
23822	Drink tequila, lose weight? How sugars found in the Mexican spirit have  ...	m
72118	Therapist who started 'conscious uncoupling' speaks out about Gwyneth Paltrow	e
45666	What is conscious uncoupling? Don't call it a divorce...it's an 'expanding family  ...	e
280631	Beloved Actress And Civil Rights Activist Ruby Dee Dies At 92	e
179552	Christie Resorts to E-Cigarette Tax to Plug $807 Million Deficit	m
162311	Carisa Ruscak, 14.5-Pound Baby, Born In Massachusetts	m
301897	Janet Yellen Keeps the Fed on Course	b
354330	Lindsay Lohan Sues the Makers of Grand Theft Auto V, Claiming They Used Her  ...	e
369196	'I was involved in no fight': Columbus Short denies any wrongdoing after arrest  ...	e
86321	Barbara Walters Reveals Her Last Day On 'The View'	e
342610	'Police called to Justin Bieber's home' after star throws wild party with Johnny  ...	e
82222	'Sex Tape': Cameron Diaz And Jason Segel Spice Up Their Love Lives In The  ...	e
42720	Chris Evans - Chris Evans to quit acting	e
213512	Those in need of help can use Text-to-911 although service is only available in a  ...	t
914	Hong Kong H-Shares Head for One-Month Low as China Exports Slide	b
86479	HBO GO Crashes During 'Game Of Thrones'	e
296827	Asian Stocks Outside Japan Fall Before Fed Meeting Ends	b
98975	Debbie Rowe 'to go to court to gain custody of her and Michael Jackson's  ...	e
150997	Obamas Salute Frankie Knuckles As A 'Trailblazer' In Letter	e
155497	BRIEF-Boeing CEO says expects F-18 fighter jet line will remain open	b
283505	Starbucks Tackles Another Tech Problem With Phone-Charging Mats	t
375166	'Extant' And 'The Strain': One Is Worth A Look (But Don't Forget 'Defiance' And  ...	e
350769	Beyonce And Jay Z Grace The BET Awards Stage Via Video Recording	e
194552	Zoe Saldana - Zoe Saldana Avoided Watching Rosemary's Baby Before Tv  ...	e
212315	TrueCar Sputters Onto Wall Street Amid a Crowd of Car-Shopping Sites	b
265602	It's okay Bruce, this daughter is covered up! Tallulah Willis keeps low profile after  ...	e
33741	Kermit and Miss Piggy spoof Kim Kardashian and Kanye Vogue cover	e
220912	Solange pictured with Jay-Z for first time since elevator bust-up as they lunch  ...	e
412370	Canadian Stocks Rise to Record Amid Optimism on Interest Rates	b
309489	Kim Jong-Un Will Watch 'The Interview'. With A Bowl of Ice Cream.	e
396885	Tony Bennett - Tony Bennett designed Lady Gaga's new tattoo	e
416993	Jeweler Tiffany raises full-year profit forecast	b
328980	Zach Braff and Lena Dunham among the celebrities to mock Shia LaBeouf on  ...	e
130587	Rory Culkin: As A Kid, I Read Scripts Instead Of Books	e
399865	Tighter Rules Urged on $15 Billion for Doctor Training	m
100929	GLOBAL MARKETS-Tech stocks sink Wall Street; US bonds rally	b
153973	Video - Robin Roberts Looks As Smiley As Ever As She Arrives Outside 'Letterman'	e
357974	Megan Fox Posts Makeup-Free Selfie After Joining Instagram	e
8908	UPDATE 1-China Jan-Feb property investment slows, sales drop	b
190590	Kristen Cavallari Welcomes Second Child, Son Jaxon Wyatt	e
240042	Kylie Jenner has an embarrassing trip as she leaves Kim Kardashian's  ...	e
273823	Marvel Appoint Scott Derrickson To Direct 'Doctor Strange'	e
53150	"The Makings of a New Way: ""Conscious Uncoupling"""	e
325682	Can healthy dose of sunshine reduce your blood pressure? Study finds link  ...	m
314609	Reclaiming Hong Kong's June 4th	b
400946	US STOCKS SNAPSHOT-S&P 500 ends flat as Fed in no rush to raise rates	b
347463	UK's Cameron Forms Review Into Antibiotic Resistance	m
289613	GLOBAL MARKETS-Asian shares struggle, oil firms on Iraq anxiety	b
24968	New York's Schneiderman seeks curbs on high-frequency traders	b
409570	UPDATE 1-Chrysler, Ford say Canada auto sales up on trucks	b
231278	CORRECTED-UPDATE 3-EBay says client information stolen in hacking attack	t
257378	"Macaulay Culkin's ""Pizza Underground"" Chewed Up At Dot To Dot Festival"	e
275595	PRECIOUS-Gold holds near 4-month low as ECB decision awaited	b
301030	UPDATE 1-Cyprus begins marketing June 2019 euro benchmark at 5% area	b
312015	Teens Can't Stop Using Facebook Even Though They Hate It	t
155565	Qualcomm posts higher 2nd-quarter revenue but misses Street	b
17111	Malaysian Jet's Disappearance Joins Longest in Modern Aviation	b
25714	Get ready everybody, Flappy Bird is coming back.	t
333890	GRAINS-Wheat falls, set for quarterly loss of 16 pct ahead of USDA report	b
272946	NEW YORK (AP) — John Green is the latest author lashing out at Amazon.com.	b
85349	Apple Advertising Dilemma Aired at $2 Billion Samsung Trial (2)	t
307335	CORRECTED-US STOCKS-Wall St to open flat after six-day run, mixed overseas  ...	b
249486	Berkshire Too Rich for Buffett Is Sign Bargains Are Gone	b
160470	Drudge Report: 'U.S. President Bows To Japanese Robot'	t
181852	Jay Z - Jay Z Puts A Ring On Beyonce At Met Gala	e
296386	Alaskan bars to start giving away free PREGNANCY tests	m
410059	UPDATE 1-Fairfax Financial, CEO probed over possible insider trading	b
242493	Blended: A Barrymore-Sandler Reunion - How Did This Start?	e
168006	US TV network Fox to air live 'Grease' musical in 2015	e
259912	Microsoft CEO Nadella Touts New Opportunities to Lead	t
364457	Global warming computer models confounded as Antarctic sea ice hits new  ...	t
311675	Independence Day Pump Prices May Hit 6-Year High on Iraq	t
338619	China June official PMI rises to 51 from 50.8 in May	b
327868	UPDATE 3-Daimler and Nissan to invest $1.36 bln to build premium small cars	t
212147	Here's Why Red Lobster Is Dying	b
169913	MERS Cases Spike As Virus Makes First Appearance In Egypt	m
298982	Justin Bieber - Justin Bieber And Selena Gomez Spark Romance Reunion  ...	e
135165	Peaches Geldof Funeral Set, But We Still Don't Know How She Died	e
188863	US FCC member urges delay to 'net neutrality' vote	t
172657	First A Cancelled Tour And Now Selena Gomez Goes On Instagram Purge	e
356047	Europe Bonds Advance on ECB Stimulus as Erste Tumbles	b
209830	Lily Allen loves rebellious Miley Cyrus	e
197852	Apple close to buying Beats for $3.2 billion: source	t
49485	Trace Adkins - More Problems For Trace Adkins As Wife Files For Divorce	e
14498	Johnny Depp shows off engagement ring as he celebrates forthcoming nuptials	e
9492	Even after recall repair, GM recommends only key, fob on key ring	b
321121	US FDA seeks ideas for nanotech use in livestock feed	m
146247	Hedge Funds Cut Gold Bets in Longest Slide of 2014	b
16965	Huge aquarium BURSTS open as diners flee from Disney World restaurant	b
315270	US STOCKS-Data lift Wall St, S&P hits another record	b
6274	Divergent star Shailene Woodley reveals the advice she got from Jennifer  ...	e
156936	Cinefantastique Spotlight Podcast: Transcendence	e
307302	GLOBAL ECONOMY-China, Japan manufacturing grows again, euro zone falters	b
366811	US Index Futures Little Changed Before Earnings Season	b
3508	Justin Bieber argues with lawyer and pretends to fall asleep in deposition	e
385008	Sex Tape a comedy that comes up short	e
351965	Lindsay Lohan - Lindsay Lohan Left Bruised After Birthday Bike Ride	e
118966	The First 'Gone Girl' Trailer is Weird And Different To Other Trailers	e
198028	J-Lo tries to comfort Jessica from the hilariously monikered Slapout, Alabama  ...	e
41688	US new home sales fall to five-month low	b
112162	US stock futures rise after retail sales increase	b
101656	Fitch Affirms Region of Lazio at 'BBB'; Outlook Negative	b
379536	Yahoo to Keep More of Alibaba After IPO, Return Cash	t
62489	Nick Cannon - Mariah Carey gets diamond bracelet for birthday	e
407520	Drew Barrymore - Drew Barrymore's Half-sister Found Dead	e
411447	Christina Aguilera - Christina Aguilera enjoys whimsical baby shower	e
71039	FOREX-Dollar declines as euro rides out inflation dip	b
389844	The phantom film set: Tantalising glimpse of new Star Wars movie locations as  ...	e
301492	Yahoo Says Workforce 37 Percent Female in First Diversity Report	b
333144	Blushing bride? Olivia Palermo emerges with no wedding ring in sight after  ...	e
273947	Blake Lively continues her love affair with the Sixties in cleavage-baring mod  ...	e
205336	Seth Rogen and Zac Efron's Neighbours debuts with $51million at weekend box  ...	e
419651	Netflix Actually Won Big At Last Night's Emmys	e
96063	Zynga Lures Best Buy's Lee to CFO Role Amid Turnaround Effort	b
318834	Michael Jackson - Joe Jackson: 'Michael Visits Me In My Dreams'	e
266104	BREAKING: Wikipedia Is NOT A Doctor -- And A Study Confirms It	m
373300	Ellen DeGeneres Set To Creat Own Lifestyle Brand	e
258957	Uneasy Calm Returns To Streets Of Eastern Ukraine	b
114101	Did You Spot Banksy's Getaway Van in Cheltenham? New Artwork Pops Up	e
325638	Deadly Ebola outbreak that has already killed 400 people is turning into cross  ...	m
17820	Steve Jobs Never Wanted Apple To Make A TV	t
88817	Kirstie Alley - Kirstie Alley Re-teams With Jenny Craig	e
320529	Diane Sawyer Tells Her Viewers She's Leaving 'World News'	e
128560	FOREX-Yen grinds lower as global stocks rally, dollar holds steady	b
182878	Sad Kanye West Simply Cannot Muster Any Excitement For Zip-Lining	e
246415	Afte Being Attached Since 2006, Director Edgar Wright Leaves Marvel's 'Ant-Man'	e
326280	UPDATE 4-Argentina deposits debt payment, but US court blocks payout	b
192355	European Central Bank President Draghi News Conference (Text)	b
146737	Eli Lilly to buy Novartis' animal health business for $5.4 bln	b
237494	UPDATE 1-Kerry says Russia-China gas deal not linked to Ukraine	b
118546	Ac Dc - Ac/ac Dc's Future In Doubt As Retirement Rumours Grow	e
322048	FOREX-Dollar drops as weak US spending data pressures yields	b
238028	JD.com bonus for CEO Liu raises governance concerns	b
404865	Here Are Seven Ways Argentine Debt Crisis Could Get Fixed	b
294870	Apple Settles E-book Antitrust Case With States, Consumers	t
343697	Hong Kong main index hits highest since December on optimism, property gains	b
230598	REUTERS INSIDER LIVE-Watch BOJ governor's press conference (Japanese  ...	b
194836	He's her Prince Charming: Angelina Jolie is accompanied by Brad Pitt at private  ...	e
83402	Ebola outbreak medic reveals true horror in Guinea	m
73761	OKCupid Publicly Rips Mozilla: 'We Wish Them Nothing But Failure'	t
407735	Alice Cooper - Alice Cooper's Longtime Sideman Dick Wagner Dead At 71	e
251834	The Insta-wedding! How Kim Kardashian and Kanye West's extravagant nuptials  ...	e
150060	Comcast adds video subscribers, beats Street	t
50859	UPDATE 3-US govt to sell most of Ally Financial stake in IPO	b
307562	UPDATE 1-China June HSBC flash PMI shows first expansion in 6 months as  ...	b
281811	TREASURIES-Prices inch up on soft US data; 30-year bond sale looms	b
326402	BNP to Cut Dividend, Sell Bonds After US Accord, WSJ Says	b
182551	Kim Kardashian posts gushing tribute to Kendall Jenner with Met Gala snap	e
91707	Cargill earnings drop on US energy trading loss, rejected corn shipments	b
210127	Beyonce and Solange Knowles 'made a getaway to Costa Rica' after attack on  ...	e
296444	'The public thinks e-cigarettes are harmless, but they aren't': Leading health  ...	m
35792	"UN: ""We're Talking About 20 to 30 Years From Now"""	t
376721	WTI Trades Near Two-Month Low Before Supply Data	b
325066	Lindsay Lohan to make West End debut in September	e
371769	Billionaire Google CEO Thinks It Won't Be So Bad When Robots Start Taking Our  ...	t
370892	Korean Bonds Fall as Choi Refrains From Signaling Policy Easing	b
393657	UPDATE 2-Slower US healthcare cost rise extending life of Medicare fund  ...	b
248931	Kris Jenner is 'beyond bursting with happiness' over 'new son' Kanye West as  ...	e
34422	Bill Cassidy Attacks Obamacare Medicare Savings, But Admits He Voted For Them	m
223943	RPT-Google said to be in talks to buy streaming-video site Twitch -WSJ	t
407843	Is Jamie Foxx About to Play Mike Tyson?	e
216534	Home Starts Jump as US Builders Freed From Winter Slowdown (3)	b
192017	Alibaba Chairman CEO Jack Ma's Letter to Employees Before IPO	b
29850	TABLE-US banks' capital ratios under Fed stress tests	b
79374	How Your Heart Health In Young Adulthood Affects Your Middle-Aged Brain	m
249969	UPDATE 2-Sth Korea's Kakao to take over Daum via $3.3 bln back door listing	b
304351	Senators Slam E-Cigarette Company Marketing Practices	m
367857	Tesla's China Exports to Be Quarterly Bright Spot, Barclays Says	t
282464	Crude Records Year's Biggest Weekly Gain on Iraq Unrest	b
383364	DEALTALK-Time Warner investors want higher bid, bigger cash ratio from  ...	b
195055	Justin Bieber Responds to Seth Rogen Calling Him 'A Little Bit Of A Motherf--ker'	e
30234	"REFILE-UPDATE 1-Mt. Gox says it found 200000 bitcoins in ""forgotten"" wallet"	b
97050	Open SSL developer confesses to causing Heartbleed bug	t
297274	Treasuries Drop on Biggest Price Jump in Year Amid Fed	b
228709	Olympian Meryl Davis wins Dancing With The Stars with dance partner Maksim  ...	e
228920	Angelina Jolie lifts the lid on rock-solid relationship with Brad Pitt as she confirms  ...	e
204038	Pfizer reveals 'legally binding' promise to protect British jobs if it takes over  ...	b
404910	Billionaire Republican Donor Pushes Argentina Into Default	b
40572	Chris Hemsworth and Elsa Pataky reveal names of twin boys	e
212313	UPDATE 2-TrueCar.com shares rise about 11 pct in debut	b
167956	'Grease' Live Stage Production To Be Aired On Fox	e
342822	Rolf Harris pounced on daughter's best friend aged just 13 and abused at least  ...	e
80030	CANADA STOCKS-US data, Fed stance push TSX higher	b
92000	Brendan Eich's Resignation: Did Mozilla CEO Step Down Because Of A 'Gay  ...	t
263349	UPDATE 1-Spanish yields hit record lows on ECB's easing signals	b
281819	US 10-Year Auction Leaves Dealers With Most Since July	b
175018	Kylie Minogue is showered with kisses from Domenico Dolce	e
329968	GLOBAL MARKETS-Wall St down, Europe shares in first weekly drop since April	b
314471	Murkowski Says Condensate Exports Would Be Reasonable First Step	b
181411	White House To Make Another Big Push On Climate With New Report On Impacts	t
148887	CANADA STOCKS-TSX ends up on Valeant bid, CP optimism	b
67492	Lady Gaga Celebrates Birthday In Birthday Suit - Plus A Few Roses! [Pictures]	e
385254	Ben Affleck & Jennifer Garner Crash Kid's Superman-Themed Birthday Party  ...	e
94125	Donetsk Republic? Pro-Russians Say Eastern Ukraine Region Independent	e
118628	Cody Simpson - Cody Simpson Voted Off America's Dancing With The Stars	e
254418	Thin Mint And Tootsie Roll Are Taking On The E-Cigarette Industry	m
198994	No One Can Pronounce 'Cara Delevingne' -- Not Even Reese Witherspoon  ...	e
193945	Kanye West - Kanye West to host bachelor party in Ireland	e
401211	Crews clean up, repair flood damage from LA water main break	b
183212	'Orange is the New Black' Gets Go-Ahead for Third Season.	e
308920	UPDATE 4-Honda and others recall nearly 3 mln vehicles over air bag flaw	t
277682	World Cup fever hits the ISS: Astronauts show off their microgravity football skills  ...	t
103493	Andrew Garfield - Andrew Garfield Makes Surprise Appearance In London Play	e
123639	US Airways Investigating Pornographic Toy Airplane Tweet	e
49597	These People Are Having A Really Hard Time Dealing With Gwyneth Paltrow  ...	e
119253	Justin Bieber - Justin Bieber Makes Surprise Appearance With Chance The  ...	e
65226	"Emma Watson on 'Noah': Aronofsky ""Had To Adapt It For The Screen"""	e
34613	Celgene Wins Approval for Pill to Treat Psoriatic Arthritis (2)	m
271335	Miley Cyrus' Home Burgled For A Second Time, What Was Taken?	e
168531	Adam Levine - Blake Shelton Tweets Adam Levine's Phone Number During Live  ...	e
375346	George RR Martin To His Fans: 'F--k You'	e
365362	'Going on set was magical, tactile and real': Kevin Smith reveals how Star Wars  ...	e
276643	Europe's Cabbies, Fed Up With Uber, Plan a Day of Traffic Chaos	b
345416	Newfound Alien Planet 'Gliese 832c' May Be Able To Support Life	t
336738	Chris Brown - Chris Brown Carried From Nightclub After Bet Awards	e
271100	Brad Paisley - Brad Paisley Takes 'Selfie' With Westboro Baptist Church Members	e
188969	Nintendo Sees Profits Ahead. Don't Believe It	t
229760	BOE's Bean Says Central Bank Stimulus Exit May Be Difficult (1)	b
93390	Kim Kardashian - Kim Kardashian and Kanye West face French law wedding  ...	e
170935	Delaware messes with Texas, sparks fight over mega-bankruptcy	b
276748	China's money rates slip, offer no signs of monetary policy change	b
125378	What Google Glass Can't See	t
292112	Mick Jagger - Mick Jagger dating ballet dancer Melanie Hamrick	e
263403	European Bonds Climb on ECB Bets; Spanish Yields Drop to Record	b
366529	Gold Holds Decline From Three-Month High on US Rates Outlook	b
194007	Kanye West grins while zip-lining with Kim Kardashian as more vintage vacation  ...	e
310651	Fitch: StanChart's Korea Sales Signal Restructuring Progress	b
187051	The Ringling Brothers and Barnum & Bailey circus is back on the road	e
295043	'The chemistry is undeniable!' Bachelorette Andi Dorfman gushes about Josh  ...	e
55725	LOOK: Tracing The Trail Of Ebola In Africa	m
68144	Edwards Valve Outperforms Medtronic's in First Comparison Study	m
304794	What It's Like To Use Amazon's New Phone	b
245765	Illinois, Florida join Connecticut in eBay probe	t
216898	Climate Contrarians Cook Up New 'Controversy'	t
101122	FOREX-Dollar inches higher on equities gloom	b
341994	"Megan Fox Find Being A Working Mom ""So Hard"""	e
169953	8 More Deaths From MERS In Saudi Arabia	m
420848	Katherine Heigl's Charitable Foundation Profits From Dropped Duane Reade  ...	e
275697	EUROPE ECONOMY-Euro zone economy stutters as ECB gears up for action	b
70507	Wall Street gets lift from Yellen remarks, tech rebound	b
342696	'Up to a dozen' women are seeking compensation from Rolf Harris' multi-million  ...	e
373742	A Hole new world! Courtney Love 'cast as a preschool teacher on Sons Of  ...	e
386494	Lawmakers Condemn 'Dangerous Pattern' Of Safety Lapses Following CDC  ...	m
46597	UPDATE 1-Consumers seek to raise California cap on malpractice awards	m
127399	After Long Search, Scientists Find Protein That Lets Sperm And Egg Hook Up  ...	m
390161	Cut Alzheimer's risk by walking: It only takes 20 minutes, 3 times a week, say  ...	m
92103	Comcast Pitches Its Time Warner Deal as Boost to Innovation (1)	t
297521	PRECIOUS-Gold slips ahead of Fed on stronger dollar, fund outflows	b
279130	Battle Of The Tear-Jerkers: Will 'If I Stay' Prove As Popular As 'The Fault In Our  ...	e
267478	UPDATE 4-Valeant, Pershing prepare to go hostile in Allergan bid	b
191527	GRAINS-Wheat falls on easing Ukraine tensions, soy rises from 1-month low	b
367076	US STOCKS-Wall St recedes from record, cyclicals fall	b
83567	FOREX-Dollar steady after US jobs data, euro wary of ECB stimulus	b
393079	European court should note $50 bln Yukos ruling in assessing separate claim  ...	b
143929	Captain America beats up the competition at the box office for third straight  ...	e
213153	The Right to Rewrite Your Personal History	t
152092	UPDATE 2-Boeing posts higher adjusted profit, raises 2014 forecast	b
276889	Twitter Loses a Powerful Executive	b
289067	That won't help the rumours Bruce! Jenner gets his hair highlighted and cut into  ...	e
123616	US Airways Explains How It Tweeted That Infamous Nude Photo	e
164580	Cody Walker Remembers Brother Paul Walker's Legacy Through Film	e
145799	'Transcendence' Is A Real Bad Flop For Johnny Depp	e
366864	Uber declares war on the yellow cab: App-powered car firm cuts prices in New  ...	b
190303	Farley Mowat - Author Farley Mowat Dead At 92	e
12120	Food Label Makeover a Great Step Toward Healthier Eating	m
193084	Nintendo to Sell New Consoles for Emerging Markets in 2015 (3)	t
318364	Outrage from viewers as baby eagle is left to die on wildlife webcam after  ...	t
201594	10 Ideas for Mother's Day Dinner	e
152431	Delta Profit Beats Estimates as Travel Demand Trumps Storms (1)	b
107721	Doom-mongers who claimed public spending would stunt economic growth  ...	b
12634	Lucky escape for Delta plane as part of WING comes off mid-air and it amazingly  ...	b
192298	Emirates Says Foreign Carriers Hindering Bid for Global Primacy	b
258425	BREAKING: Wikipedia Is NOT A Doctor	m
135848	Chocolate to be the 'new champagne' as cocoa price reaches record highs	b
192200	WRAPUP 2-China blames Vietnam for sea collisions, but calls for talks	b
102782	NSA Knew About And 'Exploited' Heartbleed For Years: Bloomberg	t
356312	Toyota: 'business as usual' in South Africa despite strike	b
39979	Scarlett Johansson - Scarlett Johansson will be working mother	e
104992	US judge accepts SAC guilty plea, OK's $1.2 billion deal	b
244607	Former SAC, Och-Ziff Manager Said to Consider Own Hedge Fund (1)	b
219569	PRESS DIGEST - Hong Kong - May 19	b
54337	Joan Rivers - Joan Rivers Attacks Lena Dunham Over 'Stay Fat' Message	e
121175	BuildingDetroit.org offers bidders entire Detroit homes for $1000	b
188605	UPDATE 4-AOL profit misses estimate on costs; shares tumble	b
336361	Rows over sex abuse, infidelity and his £11m fortune: How Rolf Harris's strained  ...	e
155729	Draghi Says Weaker Inflation Could Trigger Broader Asset Buying	b
32873	Mad Men stars Jessica Pare and Christina Hendricks at PaleyFest 2014	e
376618	Arbitrage Alert Triggered as Shanghai-Hong Kong Gap Grows	b
88733	That Android Anti-Virus App You Paid $4 For? Yeah, It's A Scam.	t
390720	EPA Moves To Block Pebble Mine Construction In Alaska And Protect Salmon	b
228456	Channing Tatum Calls Himself A 'High-Functioning Alcoholic'	e
299583	Katy Perry - Katy Perry launches record label	e
173179	"UPDATE 1-""The Lego Movie"", ""Game of Thrones"" boost Time Warner results"	b
376549	RPT--Hong Kong shares end higher, China Mobile leads again	b
193915	Kim Kardashian and Kanye West 'can't get married because prenup is still being  ...	e
218031	Pussy Riot Linked To 'Spring Breakers' Sequel 'Second Coming'	e
408026	Whoa mama! Mother-of-three Julia Roberts, 46, parades her impossibly long  ...	e
135868	UPDATE 1-US top court denies Teva stay in Copaxone patent fight	b
28695	Kocherlakota Says New Fed Guidance Fosters Policy Uncertainty	b
141124	Walmart Is Getting Into The Money Transfer Business	b
358297	Robin Thicke, Please Check Your White Privilege	e
264995	Son Of Snake Handler Killed By Snake Gets Bitten Too	e
42922	Kim Kardashian steps out in slimming grey outfit for the second day in a row	e
305896	GLOBAL MARKETS-Asia equities surge on Fed optimism, dollar wobbles	b
283286	'The Daily Show' Nails Exactly What's Wrong With Google Glass	t
244838	Siemens Says Australian Cuts May Hurt Wind-Power Plans at Mines	b
112531	UPDATE 1-SpaceX cargo run to space station reset for Friday	t
26721	'Sherri Shepherd was condescending and I regret my rough sex scene': Duke  ...	e
27941	Oprah Is Now Making Tea And It Is Called 'OPRAH CHAI'	e
56992	Search plane spots objects in new search area for Malaysian plane	b
314317	German Bonds Gain Pushes 10-Year Yields to 13-Month Low on Iraq	b
3975	Anxietty Dream ComeTo Life: Miley Cyrus Forgets To Put On Clothes Before  ...	e
252455	Asian Stocks Rise Third Day on US Economic Optimism	b
207824	China April fiscal revenues up 9.2 percent year-on-year	b
260431	CORRECTED-Iranian judge summons Facebook CEO for breach of privacy	t
42660	Mila Kunis Is Reportedly Pregnant With Ashton Kutcher's Child	e
192458	European shares advance as Metro and ProSieben rally	b
167944	Fox orders three-hour version of Grease to air live on TV in 2015	e
104016	23 Real Struggles Of Going To A Music Festival	e
74278	NHTSA chief: GM did not share critical information with US agency	t
361070	Jessica Simpson - Jessica Simpson Prepares For Wedding Day With 4th Of July  ...	e
372731	Sh*t Got Really Weird At This Wedding, Thanks To Tom Hanks	e
7204	"Lukewarm Ratings For ""Lindsay"" Give OWN Much Needed Boost"	e
200235	GLOBAL MARKETS-Dollar gains on ECB stimulus talk, stocks decline	b
57338	Amazon Says It Has No Netflix Killer Coming	t
46661	UPDATE 4-US Fed bars shareholder payouts from Citi, 4 others	b
305285	Argentina: Default Looms, Next Bond Payment 'Impossible'	b
123992	'Transcendence' Review: It's Like A Clunky TED Talk	e
292693	Alex Trebek Breaks Guinness World Record For Hosting 6795 'Jeopardy  ...	e
230438	Target Earnings Show Pain of Data Breach Is Far From Over	b
329146	Levar Burton - Seth Macfarlane Pledges $1 Million To Reading Rainbow Drive	e
370390	Corinna Schumacher pictured smiling during first public appearance since her  ...	m
140279	Holy Fire Easter Ceremony Draws Orthodox Christians To Church Of The Holy  ...	e
262826	US STOCKS SNAPSHOT-Wall St dips; S&P ends 4-day streak of gains	b
15206	Miley Cyrus' New 'Sad Kitty' Inner Lip Tattoo - Is It Permanent?	e
180836	Credit Suisse sags on reports of US pressure in tax probe	b
224482	Sprint to pay $7.5 mln in record US settlement for unwanted calls	t
263067	Data Brokers Lack Transparency, Privacy Regulator Says	b
292144	Casey Kasem - Casey Kasem's Body To Be Released To Widow	e
291454	"Kris Jenner ""None Too Happy"" Kimye Won't Sell Wedding Photos"	e
12892	Euro zone inflation drops back to lowest ever level in February	b
404881	Argentina Debt Dilemma Spotlights Knotted World of Default Swaps	b
81113	US STOCKS SNAPSHOT-Factory data lifts S&P 500 to record close	b
22921	Coldplay - Chris Martin Signs On To The Voice Us	e
279208	Home > Cliff Richard > Cliff Richard Is 'Very Disappointed' Over Cancelled  ...	e
23820	Saturated fat DOESN'T cause heart disease after all	m
167784	George Clooney to marry Amal Alamuddin	e
36716	Justin Bieber - Justin Bieber Poses As James Dean	e
338237	Fitch Affirms Coventry Building Society's Mortgage Covered Bonds at 'AAA  ...	b
207425	FOREX-Euro holds line on dollar, drops against sterling	b
294335	Fernandez Court Rebuff Gives Argentina Two-Week Deadline	b
132151	NYC Transit Worker Deal Offers Raises Without MTA Fare Increases	b
5751	WRAPUP 1-Federal prosecutors open criminal probe of GM recall -source	t
225424	Chinese Spying Charges Come After Pittsburgh Left Steel Behind	b
204146	Fear of Pfizer-AstraZeneca job cuts voiced by US lawmakers	b
142575	RPT-In the driving seat: China's yuppies are new market force for global  ...	b
298092	Facebook's Snapchat Clone Has A Critical Flaw: You Never Know Who's  ...	t
